user_login,user_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
paws1985,A. Sabol,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
paws1985,A. Sabol,Magnolias,Magnolia,magnolias,Plantae,82096
paws1985,A. Sabol,Ohio Spiderwort,Tradescantia ohiensis,Ohio spiderwort,Plantae,79383
paws1985,A. Sabol,Persian Silk Tree,Albizia julibrissin,Persian silk tree,Plantae,47443
paws1985,A. Sabol,Lantana,Lantana strigocamara,Lantana,Plantae,370492
cdarr30,Clara,docks and sorrels,Rumex,docks and sorrels,Plantae,53196
wardcd,,"",Toxicodendron radicans,eastern poison ivy,Plantae,58732
wardcd,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
wardcd,,Yellow-legged Mud-dauber Wasp,Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Insecta,121821
kellyobear,Kelly Bearhs,Beetles,Coleoptera,Beetles,Insecta,47208
kellyobear,Kelly Bearhs,"",Orgyia detrita,Fir Tussock Moth,Insecta,49016
clairenoodle,Claire Parker,Sandhill Crane,Antigone canadensis,Sandhill Crane,Aves,508048
clairenoodle,Claire Parker,Black-bellied Whistling-Duck,Dendrocygna autumnalis,Black-bellied Whistling-Duck,Aves,6893
paws1985,A. Sabol,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Florida Jack-in-the-Pulpit,Arisaema acuminatum,Florida Jack-in-the-pulpit,Plantae,1441652
paws1985,A. Sabol,Palmettos,Sabal,Palmettos,Plantae,81805
paws1985,A. Sabol,Red Mulberry,Morus rubra,red mulberry,Plantae,54801
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Grapevines,Vitis,grapevines,Plantae,60773
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
paws1985,A. Sabol,Poison Ivies and Oaks,Toxicodendron,poison ivies and oaks,Plantae,51079
paws1985,A. Sabol,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
paws1985,A. Sabol,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Small-Flower Pawpaw,Asimina parviflora,Small-Flower Pawpaw,Plantae,158769
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Saw Greenbrier,Smilax bona-nox,saw greenbrier,Plantae,125677
paws1985,A. Sabol,Creeping Indigo,Indigofera spicata,Creeping Indigo,Plantae,164063
paws1985,A. Sabol,Carolina Ruellia,Ruellia caroliniensis,Carolina ruellia,Plantae,128653
paws1985,A. Sabol,Airplants,Tillandsia,Airplants,Plantae,49571
paws1985,A. Sabol,Grapevines,Vitis,grapevines,Plantae,60773
paws1985,A. Sabol,Christmas Lichen,Herpothallon rubrocinctum,Christmas lichen,Fungi,464189
paws1985,A. Sabol,Magnolias,Magnolia,magnolias,Plantae,82096
paws1985,A. Sabol,Small-Flower Pawpaw,Asimina parviflora,Small-Flower Pawpaw,Plantae,158769
paws1985,A. Sabol,Poison Ivies and Oaks,Toxicodendron,poison ivies and oaks,Plantae,51079
paws1985,A. Sabol,Cyperoideae,Cyperoideae,,Plantae,873509
paws1985,A. Sabol,Saw Palmetto,Serenoa repens,saw palmetto,Plantae,83102
paws1985,A. Sabol,Woodsorrels,Oxalis,woodsorrels,Plantae,47758
paws1985,A. Sabol,Morning-Glories,Ipomoea,morning-glories,Plantae,52346
paws1985,A. Sabol,Oaks,Quercus,oaks,Plantae,47851
paws1985,A. Sabol,Air Potato,Dioscorea bulbifera,air potato,Plantae,84537
paws1985,A. Sabol,Ladies'-Tresses,Spiranthes,Ladies'-tresses,Plantae,50741
paws1985,A. Sabol,Violets,Viola,violets,Plantae,50829
paws1985,A. Sabol,American Trumpet Vine,Campsis radicans,American trumpet vine,Plantae,75995
paws1985,A. Sabol,Common Buckeye,Junonia coenia,Common Buckeye,Insecta,48505
paws1985,A. Sabol,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
paws1985,A. Sabol,Rosette Grasses,Dichanthelium,rosette grasses,Plantae,128807
paws1985,A. Sabol,Muscadine,Vitis rotundifolia,muscadine,Plantae,82529
paws1985,A. Sabol,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,southern magnolia,Magnolia grandiflora,southern magnolia,Plantae,83074
paws1985,A. Sabol,Air Potato,Dioscorea bulbifera,air potato,Plantae,84537
paws1985,A. Sabol,"Blueberries, Cranberries, and Allies",Vaccinium,"blueberries, cranberries, and allies",Plantae,48353
wardcd,,"",Paroxya,Swamp Grasshoppers,Insecta,178321
paws1985,A. Sabol,Tailed Bracken Fern,Pteridium aquilinum pseudocaudatum,Tailed Bracken Fern,Plantae,205875
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Christmas Lichen,Herpothallon rubrocinctum,Christmas lichen,Fungi,464189
paws1985,A. Sabol,devil's walkingstick,Aralia spinosa,devil's walkingstick,Plantae,82813
paws1985,A. Sabol,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
paws1985,A. Sabol,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
paws1985,A. Sabol,Carolina Ruellia,Ruellia caroliniensis,Carolina ruellia,Plantae,128653
paws1985,A. Sabol,Poison Ivies and Oaks,Toxicodendron,poison ivies and oaks,Plantae,51079
paws1985,A. Sabol,Pileated Woodpecker,Dryocopus pileatus,Pileated Woodpecker,Aves,17855
paws1985,A. Sabol,Spanish moss,Tillandsia usneoides,Spanish moss,Plantae,49569
paws1985,A. Sabol,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
paws1985,A. Sabol,Tufted Titmouse,Baeolophus bicolor,Tufted Titmouse,Aves,13632
paws1985,A. Sabol,Plants,Plantae,plants,Plantae,47126
paws1985,A. Sabol,Plants,Plantae,plants,Plantae,47126
paws1985,A. Sabol,Tufted Titmouse,Baeolophus bicolor,Tufted Titmouse,Aves,13632
paws1985,A. Sabol,Tufted Titmouse,Baeolophus bicolor,Tufted Titmouse,Aves,13632
paws1985,A. Sabol,Tufted Titmouse,Baeolophus bicolor,Tufted Titmouse,Aves,13632
paws1985,A. Sabol,Tufted Titmouse,Baeolophus bicolor,Tufted Titmouse,Aves,13632
paws1985,A. Sabol,Hickories,Carya,hickories,Plantae,54788
paws1985,A. Sabol,Broad-headed Skink,Plestiodon laticeps,Broad-headed Skink,Reptilia,73792
paws1985,A. Sabol,lizard's tail,Saururus cernuus,lizard's tail,Plantae,60742
wardcd,,cutleaf coneflower,Rudbeckia laciniata,cutleaf coneflower,Plantae,116735
westhillsgator,,Spine-headed Bugs,Acanthocephala,Spine-headed Bugs,Insecta,61446
hostetm,Mark Hostetler,,Viola floridana,Florida Violet,Plantae,861652
hostetm,Mark Hostetler,American beautyberry,Callicarpa americana,American beautyberry,Plantae,49193
jb1634,,"",Mimosa strigillosa,sunshine mimosa,Plantae,165400
jb1634,,"",Erigeron strigosus,daisy fleabane,Plantae,76942
jb1634,,Carolina desert-chicory,Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
jb1634,,"",Cirsium nuttallii,Nuttall's Thistle,Plantae,129194
wardcd,,Northern Parula,Setophaga americana,Northern Parula,Aves,145233
jb1634,,"",Orphulella pelidna,Spotted-winged Grasshopper,Insecta,226627
jb1634,,"",Agrypnus rectangularis,,Insecta,479909
jb1634,,"",Chortophaga,,Insecta,126601
jb1634,,"",Solidago fistulosa,pine-barren goldenrod,Plantae,169104
wardcd,,"",Setophaga caerulescens,Black-throated Blue Warbler,Aves,199916
mikoikoi,"",Oscillatoria,Oscillatoria,,,324242
mikoikoi,"",Closterium,Closterium,,Plantae,123852
mikoikoi,"",Frontonia,Frontonia,,Chromista,203638
mikoikoi,"",Segmented Worms,Annelida,Segmented Worms,Animalia,47491
mikoikoi,"",Oedogonium,Oedogonium,,Plantae,200891
mikoikoi,"",Copepods,Copepoda,Copepods,Animalia,121643
mikoikoi,"",Closterium,Closterium,,Plantae,123852
mikoikoi,"",Animals · Kararehe,Animalia,Animals,Animalia,1
mikoikoi,"",Platyias,Platyias,,Animalia,247253
mikoikoi,"",Ciliates,Ciliophora,Ciliates,Chromista,118996
mikoikoi,"",Animals · Kararehe,Animalia,Animals,Animalia,1
mikoikoi,"",Diatoms,Bacillariophyceae,Diatoms,Chromista,123880
mikoikoi,"",Cyanobacteria,Cyanobacteria,cyanobacteria,,67334
mikoikoi,"",Closterium,Closterium,,Plantae,123852
mikoikoi,"",Life,Life,life,,48460
mikoikoi,"",Catenulida,Catenulida,,Animalia,152804
mikoikoi,"",Life,Life,life,,48460
mikoikoi,"",Closterium,Closterium,,Plantae,123852
mikoikoi,"",Conjugating Green Algae,Zygnematophyceae,Conjugating green algae,Plantae,123848
mikoikoi,"",Rotaria,Rotaria,,Animalia,247242
mikoikoi,"","Kelp, Diatoms, and Allies",Chromista,"kelp, diatoms, and allies",Chromista,48222
mikoikoi,"",Ploima,Ploima,,Animalia,126919
mikoikoi,"",Diatoms,Bacillariophyceae,Diatoms,Chromista,123880
mikoikoi,"",Navicula,Navicula,,Chromista,203808
mikoikoi,"",Paramecium,Paramecium,Paramecium,Chromista,244400
mikoikoi,"",Closterium,Closterium,,Plantae,123852
mikoikoi,"",Life,Life,life,,48460
mikoikoi,"",Catenulida,Catenulida,,Animalia,152804
mikoikoi,"",Organ-pipe Mud-dauber Wasp,Trypoxylon politum,Organ-pipe Mud-dauber Wasp,Insecta,84844
mikoikoi,"",Octopus Spiders,Tmarus,Octopus Spiders,Arachnida,53657
mikoikoi,"",Chaetonotus,Chaetonotus,,Animalia,428444
mikoikoi,"",Ploima,Ploima,,Animalia,126919
mikoikoi,"",Diatoms,Bacillariophyceae,Diatoms,Chromista,123880
drdoherty,"",common persimmon,Diospyros virginiana,common persimmon,Plantae,83435
jb1634,,"",Dichromorpha viridis,Short-winged Green Grasshopper,Insecta,146635
hostetm,Mark Hostetler,,Celtis laevigata,sugar hackberry,Plantae,81792
drdoherty,"",,Vaccinium arboreum,sparkleberry,Plantae,81818
jb1634,,"",Landryia,,Insecta,460590
hostetm,Mark Hostetler,,Oxalis debilis,Largeflower pink-sorrel,Plantae,61963
hostetm,Mark Hostetler,,Erigeron,fleabanes and horseweeds,Plantae,50879
jb1634,,"",Dichromorpha viridis,Short-winged Green Grasshopper,Insecta,146635
jb1634,,"",Oedipodinae,Bandwing Grasshoppers,Insecta,129164
mkinaturalist,"","",Verbesina,crownbeards,Plantae,72422
mkinaturalist,"","",Sabal palmetto,cabbage palmetto,Plantae,123481
jb1634,,Eastern Lubber Grasshopper,Romalea microptera,Eastern Lubber Grasshopper,Insecta,466003
mkinaturalist,"","",Angiospermae,flowering plants,Plantae,47125
mkinaturalist,"","",Smallanthus,,Plantae,130892
jb1634,,Winged and Once-winged Insects,Pterygota,Winged and Once-winged Insects,Insecta,184884
mkinaturalist,"","",Ruellia,ruellias,Plantae,83892
mkinaturalist,"","soapberries, cashews, mahoganies, and allies",Sapindales,"soapberries, cashews, mahoganies, and allies",Plantae,47729
mkinaturalist,"","",Lactuca,wild lettuces,Plantae,53106
mkinaturalist,"","",Plantae,plants,Plantae,47126
mkinaturalist,"","",Viola floridana,Florida Violet,Plantae,861652
mkinaturalist,"","",Trillium maculatum,spotted wakerobin,Plantae,169993
drdoherty,"",Hog Plum,Prunus umbellata,Hog Plum,Plantae,154547
mkinaturalist,"","",Sanicula canadensis,Black Snakeroot,Plantae,81722
dryh4nds,Ren Flynn,"",Tettigoniidae,Katydids,Insecta,48124
jb1634,,Phyllomydas parvulus,Phyllomydas parvulus,,Insecta,485140
jb1634,,Phaon Crescent,Phyciodes phaon,Phaon Crescent,Insecta,68274
mkinaturalist,"","",Sabal minor,Dwarf Palmetto,Plantae,81804
mkinaturalist,"","",Viola,violets,Plantae,50829
mkinaturalist,"",White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
mkinaturalist,"","",Magnolia grandiflora,southern magnolia,Plantae,83074
mkinaturalist,"","",Parietaria,pellitories,Plantae,57282
mkinaturalist,"","",Rubus,brambles,Plantae,47544
drdoherty,"",Spilosomina,Spilosomina,,Insecta,123834
mkinaturalist,"","",Quercus michauxii,swamp chestnut oak,Plantae,119273
jb1634,,Short-horned Grasshoppers,Acrididae,Short-horned Grasshoppers,Insecta,47649
mkinaturalist,"","",Smilax,greenbriers,Plantae,60748
mkinaturalist,"","",Vernonia,ironweeds,Plantae,121959
jb1634,,Lateral-lined Sharpshooter,Cuerna costalis,Lateral-lined Sharpshooter,Insecta,132083
mkinaturalist,"","",Smilax,greenbriers,Plantae,60748
mkinaturalist,"","",Sanicula canadensis,Black Snakeroot,Plantae,81722
mkinaturalist,"","",Oplismenus undulatifolius,wavyleaf basketgrass,Plantae,369730
wardcd,,Pearl Crescent,Phyciodes tharos,Pearl Crescent,Insecta,52925
mkinaturalist,"","",Viola floridana,Florida Violet,Plantae,861652
mkinaturalist,"","",Galium aparine,catchweed bedstraw,Plantae,53059
mkinaturalist,"","",Arisaema acuminatum,Florida Jack-in-the-pulpit,Plantae,1441652
mkinaturalist,"","",Acer,maples,Plantae,47727
mkinaturalist,"","",Viola floridana,Florida Violet,Plantae,861652
mkinaturalist,"","",Dichanthelium,rosette grasses,Plantae,128807
mkinaturalist,"","",Arisaema dracontium,green dragon,Plantae,84261
kroegerp,,,Angiospermae,flowering plants,Plantae,47125
kroegerp,,Pond Slider,Trachemys scripta,Pond Slider,Reptilia,39782
mkinaturalist,"","",Asteroideae,,Plantae,632790
mkinaturalist,"",lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Saw Greenbrier,Smilax bona-nox,saw greenbrier,Plantae,125677
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Saw Greenbrier,Smilax bona-nox,saw greenbrier,Plantae,125677
paws1985,A. Sabol,Spurge Nettle,Cnidoscolus stimulosus,spurge nettle,Plantae,160765
paws1985,A. Sabol,Grapevines,Vitis,grapevines,Plantae,60773
paws1985,A. Sabol,Saw Greenbrier,Smilax bona-nox,saw greenbrier,Plantae,125677
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Grapevines,Vitis,grapevines,Plantae,60773
paws1985,A. Sabol,Tailed Bracken Fern,Pteridium aquilinum pseudocaudatum,Tailed Bracken Fern,Plantae,205875
paws1985,A. Sabol,slimleaf pawpaw,Asimina angustifolia,slimleaf pawpaw,Plantae,158766
paws1985,A. Sabol,Oaks,Quercus,oaks,Plantae,47851
paws1985,A. Sabol,American beautyberry,Callicarpa americana,American beautyberry,Plantae,49193
paws1985,A. Sabol,Vascular Plants,Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,Shining Sumac,Rhus copallinum,shining sumac,Plantae,126698
paws1985,A. Sabol,Creeping Beggarweed,Desmodium incanum,creeping beggarweed,Plantae,116694
paws1985,A. Sabol,Spurge Nettle,Cnidoscolus stimulosus,spurge nettle,Plantae,160765
paws1985,A. Sabol,Bayberries,Morella,Bayberries,Plantae,61040
paws1985,A. Sabol,Stereum,Stereum,,Fungi,55503
paws1985,A. Sabol,Magnolias,Magnolia,magnolias,Plantae,82096
paws1985,A. Sabol,Shining Sumac,Rhus copallinum,shining sumac,Plantae,126698
paws1985,A. Sabol,Rosette Grasses,Dichanthelium,rosette grasses,Plantae,128807
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,,,,,
paws1985,A. Sabol,Coryphoideae,Coryphoideae,,Plantae,475433
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
paws1985,A. Sabol,Yellow Jessamine,Gelsemium sempervirens,yellow jessamine,Plantae,83070
paws1985,A. Sabol,Vascular Plants,Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,Christmas Lichen,Herpothallon rubrocinctum,Christmas lichen,Fungi,464189
paws1985,A. Sabol,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
paws1985,A. Sabol,Hickories,Carya,hickories,Plantae,54788
paws1985,A. Sabol,Oaks,Quercus,oaks,Plantae,47851
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Grasses,Poaceae,grasses,Plantae,47434
paws1985,A. Sabol,Rosette Grasses,Dichanthelium,rosette grasses,Plantae,128807
paws1985,A. Sabol,St. John's Worts,Hypericum,St. John's worts,Plantae,52761
paws1985,A. Sabol,dicots,Magnoliopsida,dicots,Plantae,47124
paws1985,A. Sabol,American beautyberry,Callicarpa americana,American beautyberry,Plantae,49193
paws1985,A. Sabol,Vascular Plants,Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
paws1985,A. Sabol,Goldenrods,Solidago,goldenrods,Plantae,48678
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,Trametes,Trametes,,Fungi,47378
paws1985,A. Sabol,Desmodieae,Desmodieae,,Plantae,550521
paws1985,A. Sabol,Stereum,Stereum,,Fungi,55503
paws1985,A. Sabol,Spurge Nettle,Cnidoscolus stimulosus,spurge nettle,Plantae,160765
paws1985,A. Sabol,Ruffle Lichens,Parmotrema,Ruffle Lichens,Fungi,117867
paws1985,A. Sabol,Bonesets,Eupatorium,bonesets,Plantae,52935
paws1985,A. Sabol,Oaks,Quercus,oaks,Plantae,47851
paws1985,A. Sabol,Grasses,Poaceae,grasses,Plantae,47434
paws1985,A. Sabol,Yellow False Foxgloves,Aureolaria,yellow false foxgloves,Plantae,62395
paws1985,A. Sabol,American persimmon,Diospyros virginiana,common persimmon,Plantae,83435
paws1985,A. Sabol,Hickories,Carya,hickories,Plantae,54788
paws1985,A. Sabol,Muscadine,Vitis rotundifolia,muscadine,Plantae,82529
paws1985,A. Sabol,Pooideae,Pooideae,,Plantae,514989
paws1985,A. Sabol,Needle Palm,Rhapidophyllum hystrix,needle palm,Plantae,167793
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Muscadine,Vitis rotundifolia,muscadine,Plantae,82529
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
paws1985,A. Sabol,Greenbriers,Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,Ribbonwort,Pallavicinia lyellii,Ribbonwort,Plantae,56455
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,dogfennel,Eupatorium capillifolium,dogfennel,Plantae,131154
paws1985,A. Sabol,Phyllanthus,Phyllanthus,,Plantae,68702
paws1985,A. Sabol,Trametes,Trametes,,Fungi,47378
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,Trametes,Trametes,,Fungi,47378
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,Grapevines,Vitis,grapevines,Plantae,60773
paws1985,A. Sabol,Robber Flies,Asilidae,Robber Flies,Insecta,47982
paws1985,A. Sabol,Ichneumonini,Ichneumonini,,Insecta,465331
paws1985,A. Sabol,American Hophornbeam,Ostrya virginiana,American hophornbeam,Plantae,54771
paws1985,A. Sabol,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
paws1985,A. Sabol,Vascular Plants,Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,Spanish moss,Tillandsia usneoides,Spanish moss,Plantae,49569
paws1985,A. Sabol,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
paws1985,A. Sabol,Trametes,Trametes,,Fungi,47378
paws1985,A. Sabol,Common Lichens,Lecanoromycetes,common lichens,Fungi,54743
paws1985,A. Sabol,Persian Silk Tree,Albizia julibrissin,Persian silk tree,Plantae,47443
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Sweetleaf,Symplocos tinctoria,Sweetleaf,Plantae,141855
paws1985,A. Sabol,Stereum,Stereum,,Fungi,55503
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Pines,Pinus,pines,Plantae,47561
paws1985,A. Sabol,Oaks,Quercus,oaks,Plantae,47851
paws1985,A. Sabol,Brambles,Rubus,brambles,Plantae,47544
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
mkinaturalist,"","",Ulmus,elms,Plantae,53549
paws1985,A. Sabol,Oriental False Hawksbeard,Youngia japonica,Oriental false hawksbeard,Plantae,127066
paws1985,A. Sabol,Christmas lichen,Herpothallon rubrocinctum,Christmas lichen,Fungi,464189
paws1985,A. Sabol,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
mkinaturalist,"","",Magnolia grandiflora,southern magnolia,Plantae,83074
jb1634,,fragrant heliotrope,Heliotropium amplexicaule,fragrant heliotrope,Plantae,77363
hostetm,Mark Hostetler,,Koelreuteria paniculata,golden rain tree,Plantae,58320
kroegerp,,partridgeberry,Mitchella repens,partridgeberry,Plantae,83799
mkinaturalist,"","",Tracheophyta,vascular plants,Plantae,211194
drdoherty,"",,Tilia americana,basswood,Plantae,54854
kroegerp,,common bracken,Pteridium aquilinum,common bracken,Plantae,52681
kroegerp,,shining sumac,Rhus copallinum,shining sumac,Plantae,126698
mkinaturalist,"","",Morus rubra,red mulberry,Plantae,54801
kroegerp,,"",Viburnum obovatum,Walter's Viburnum,Plantae,170202
kroegerp,,"",Quercus nigra,water oak,Plantae,53640
kroegerp,,"",Prunus serotina,black cherry,Plantae,54834
kroegerp,,"",Ilex vomitoria,Yaupon Holly,Plantae,119955
wardcd,,"",Bibionomorpha,Gnats and Allies,Insecta,489328
wardcd,,Allegheny Chinquapin,Castanea pumila,Allegheny Chinquapin,Plantae,84363
mkinaturalist,"","",Pelazoneuron,,Plantae,1363450
wardcd,,deerberry,Vaccinium stamineum,deerberry,Plantae,67792
jb1634,,Checkered White,Pontia protodice,Checkered White,Insecta,59119
jb1634,,Whirlabout,Polites vibex,Whirlabout,Insecta,179855
jb1634,,"",Cyperus croceus,Baldwin's Flatsedge,Plantae,161426
jb1634,,"",Paroxya atlantica,Atlantic Grasshopper,Insecta,227277
jb1634,,saw greenbrier,Smilax bona-nox,saw greenbrier,Plantae,125677
wardcd,,"",Garberia heterophylla,garberia,Plantae,157359
jb1634,,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
jb1634,,American elm,Ulmus americana,American elm,Plantae,53547
jb1634,,"",Quercus laurifolia,swamp laurel oak,Plantae,69845
jb1634,,eastern poison ivy,Toxicodendron radicans,eastern poison ivy,Plantae,58732
jb1634,,"",Conoclinium coelestinum,blue mistflower,Plantae,119095
jb1634,,"",Quercus hemisphaerica,Darlington Oak,Plantae,167652
jb1634,,"",Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850
jb1634,,"",Ruellia caroliniensis,Carolina ruellia,Plantae,128653
rickowen,Rick Owen,Arrowhead Borer,Xylotrechus sagittatus,Arrowhead Borer,Insecta,233864
rickowen,Rick Owen,Chionodes pereyra,Chionodes pereyra,,Insecta,416941
rickowen,Rick Owen,Acorn Moth,Blastobasis glandulella,Acorn Moth,Insecta,215243
rickowen,Rick Owen,Waterlily Leafcutter Moth,Elophila obliteralis,Waterlily Leafcutter Moth,Insecta,335071
rickowen,Rick Owen,Tetartopeus,Tetartopeus,,Insecta,458649
rickowen,Rick Owen,Asiatic Garden Beetle,Maladera formosae,Asiatic Garden Beetle,Insecta,1260497
rickowen,Rick Owen,pallidefulva-group Field Ants,Formica pallidefulva,pallidefulva-group Field Ants,Insecta,1095093
rickowen,Rick Owen,Anomala innuba,Anomala innuba,,Insecta,496509
rickowen,Rick Owen,Live Oak Mirid,Hamatophylus guttulosus,Live Oak Mirid,Insecta,481113
rickowen,Rick Owen,Waterlily Leafcutter Moth,Elophila obliteralis,Waterlily Leafcutter Moth,Insecta,335071
rickowen,Rick Owen,Gate-keeper Ants,Colobopsis,Gate-keeper Ants,Insecta,503396
rickowen,Rick Owen,Synthesiomyia nudiseta,Synthesiomyia nudiseta,,Insecta,329907
rickowen,Rick Owen,Alpha Long-horned Beetle,Sternidius alpha,Alpha Long-horned Beetle,Insecta,452375
rickowen,Rick Owen,Eutrichota,Eutrichota,,Insecta,494028
rickowen,Rick Owen,Philonthina,Philonthina,,Insecta,359909
rickowen,Rick Owen,Contacyphon,Contacyphon,,Insecta,451177
rickowen,Rick Owen,Empoascina,Empoascina,,Insecta,1480023
rickowen,Rick Owen,Euplatypus compositus,Euplatypus compositus,,Insecta,482638
rickowen,Rick Owen,Blastobasinae,Blastobasinae,,Insecta,336937
rickowen,Rick Owen,Exesa Midget Moth,Elaphria exesa,Exesa Midget Moth,Insecta,470000
rickowen,Rick Owen,Smilia fasciata,Smilia fasciata,,Insecta,464237
rickowen,Rick Owen,Asian Cockroach,Blattella asahinai,Asian Cockroach,Insecta,208088
rickowen,Rick Owen,Lathrobiina,Lathrobiina,,Insecta,373884
rickowen,Rick Owen,Jane's Ymeldia,Ymeldia janae,Jane's Ymeldia,Insecta,505571
rickowen,Rick Owen,Hymenorus,Hymenorus,,Insecta,177733
rickowen,Rick Owen,Microleafhoppers,Typhlocybinae,Microleafhoppers,Insecta,373577
rickowen,Rick Owen,Chionodes,Chionodes,,Insecta,174235
rickowen,Rick Owen,Tree Cattle,Cerastipsocus venosus,Tree Cattle,Insecta,307233
rickowen,Rick Owen,Spiny-legged Rove Beetles,Oxytelinae,Spiny-legged Rove Beetles,Insecta,373508
rickowen,Rick Owen,Citrus Flatid Planthopper,Metcalfa pruinosa,Citrus Flatid Planthopper,Insecta,126209
